OrderID,Date,Region,Product,Category,Units_Sold,Unit_Price,COGS,Profit
251,2024-03-02,South,Bag,Accessories,21,47819,39813,168126
252,2024-03-29,West,Cap,Fashion,77,37943,35910,156541
253,2024-04-14,East,Mobile,Electronics,60,24374,15095,556740
254,2024-08-13,East,Laptop,Electronics,80,29341,19489,788160
255,2024-08-13,East,Tablet,Electronics,92,40559,39485,98808
256,2024-06-24,North,Jeans,Fashion,94,42373,34045,782832
257,2024-03-21,West,Carpet,Home Decor,118,10016,7645,279778
258,2024-07-04,East,Cap,Fashion,71,2091,1952,9869
259,2024-08-24,North,Jeans,Fashion,37,59129,38334,769415
260,2024-02-28,North,Wallet,Accessories,63,18588,11564,442512
261,2024-06-29,North,Sunglasses,Accessories,46,21170,17332,176548
262,2024-05-12,East,Jacket,Fashion,111,50208,41091,1011987
263,2024-01-23,East,Tablet,Electronics,46,40829,38010,129674
264,2024-02-08,South,Sunglasses,Accessories,35,27205,24702,87605
265,2024-01-12,North,Cap,Fashion,43,10677,7460,138331
266,2024-01-17,North,Watch,Accessories,108,32466,25357,767772
267,2024-11-21,East,Carpet,Home Decor,87,48017,36199,1028166
268,2024-11-14,West,Shoes,Fashion,32,33839,31357,79424
269,2024-10-04,North,Cap,Fashion,72,7559,5572,143064
270,2024-08-06,West,Clock,Home Decor,68,50692,35733,1017212
271,2024-07-11,South,Shoes,Fashion,26,21453,15000,167778
272,2024-06-12,West,Cap,Fashion,103,21927,19399,260384
273,2024-02-02,East,Carpet,Home Decor,10,32098,19807,122910
274,2024-01-26,South,Belt,Accessories,102,26529,23073,352512
275,2024-02-08,East,Lamp,Home Decor,19,42346,39402,55936
276,2024-10-14,West,Tablet,Electronics,6,47266,33905,80166
277,2024-07-13,East,Vase,Home Decor,85,44913,29730,1290555
278,2024-01-21,North,Curtains,Home Decor,51,16835,11771,258264
279,2024-05-26,South,Wallet,Accessories,61,32696,26970,349286
280,2024-01-15,West,Mobile,Electronics,38,2480,2218,9956
281,2024-10-06,North,Lamp,Home Decor,16,26885,21395,87840
282,2024-02-29,West,Vase,Home Decor,50,50636,44760,293800
283,2024-03-19,West,Camera,Electronics,31,47265,40823,199702
284,2024-06-29,West,Sunglasses,Accessories,28,45359,30008,429828
285,2024-07-24,South,Shoes,Fashion,75,12036,7971,304875
286,2024-01-09,West,Curtains,Home Decor,42,9708,6605,130326
287,2024-12-09,North,Sunglasses,Accessories,76,58238,37966,1540672
288,2024-11-15,South,Camera,Electronics,86,18273,14607,315276
289,2024-08-04,North,Belt,Accessories,37,51695,31715,739260
290,2024-06-27,South,Vase,Home Decor,92,10268,7720,234416
291,2024-06-08,South,Lamp,Home Decor,83,9283,7850,118939
292,2024-06-09,West,Jacket,Fashion,78,9627,7576,159978
293,2024-01-02,North,Jacket,Fashion,101,27924,25875,206949
294,2024-06-02,West,Camera,Electronics,26,52826,42293,273858
295,2024-05-01,South,T-shirt,Fashion,118,3541,3336,24190
296,2024-12-25,North,Wallet,Accessories,79,58160,51978,488378
297,2024-03-13,South,Watch,Accessories,107,26515,25863,69764
298,2024-11-23,West,Jacket,Fashion,54,3889,2682,65178
299,2024-01-07,East,Jeans,Fashion,79,46663,46356,24253
300,2024-01-03,South,Clock,Home Decor,45,57519,53310,189405
301,2024-01-12,South,Bag,Accessories,91,45055,43395,151060
302,2024-05-26,South,Tablet,Electronics,59,58593,38682,1174749
303,2024-11-04,East,Camera,Electronics,59,27411,27005,23954
304,2024-07-29,South,Clock,Home Decor,26,37912,29309,223678
305,2024-07-20,East,Tablet,Electronics,119,29206,22870,753984
306,2024-11-27,East,Shoes,Fashion,53,7505,5657,97944
307,2024-01-24,North,Bag,Accessories,24,48408,35505,309672
308,2024-01-20,South,Curtains,Home Decor,64,39563,37751,115968
309,2024-09-06,West,Watch,Accessories,102,22515,21021,152388
310,2024-05-10,West,Cap,Fashion,113,33797,21882,1346395
311,2024-10-08,East,Laptop,Electronics,12,27223,20228,83940
312,2024-01-14,West,T-shirt,Fashion,82,49653,49179,38868
313,2024-02-10,South,Camera,Electronics,66,51177,49431,115236
314,2024-05-09,West,Shoes,Fashion,107,46393,43077,354812
315,2024-01-28,North,Watch,Accessories,70,59096,38256,1458800
316,2024-06-12,West,Watch,Accessories,49,56714,53240,170226
317,2024-07-13,South,Belt,Accessories,18,11331,9238,37674
318,2024-12-15,West,Mobile,Electronics,109,42740,36364,694984
319,2024-01-01,West,Vase,Home Decor,61,17459,11260,378139
320,2024-06-23,East,Lamp,Home Decor,105,16063,13751,242760
321,2024-02-13,West,Laptop,Electronics,60,51855,33981,1072440
322,2024-11-29,East,Wallet,Accessories,6,1468,1076,2352
323,2024-01-01,North,Clock,Home Decor,39,21177,15899,205842
324,2024-06-27,North,Laptop,Electronics,82,26111,21426,384170
325,2024-08-03,South,Carpet,Home Decor,47,625,476,7003
326,2024-08-10,East,Laptop,Electronics,60,7138,4564,154440
327,2024-12-05,South,Jacket,Fashion,27,23411,17554,158139
328,2024-08-21,West,Headphones,Electronics,12,10725,9261,17568
329,2024-12-23,West,Camera,Electronics,9,59362,46889,112257
330,2024-11-06,North,Bag,Accessories,94,22973,16616,597558
331,2024-05-15,South,Shoes,Fashion,51,31963,19719,624444
332,2024-12-10,West,Vase,Home Decor,50,31159,27987,158600
333,2024-03-09,West,Sunglasses,Accessories,109,45133,36908,896525
334,2024-07-10,South,Clock,Home Decor,74,50226,44422,429496
335,2024-06-24,North,Laptop,Electronics,17,27708,23780,66776
336,2024-11-19,East,Laptop,Electronics,102,49008,45735,333846
337,2024-01-19,South,Jacket,Fashion,74,36821,28960,581714
338,2024-12-04,East,Laptop,Electronics,113,38718,34906,430756
339,2024-05-22,North,Lamp,Home Decor,69,28223,23317,338514
340,2024-11-11,East,Sunglasses,Accessories,97,38860,37320,149380
341,2024-04-11,East,Laptop,Electronics,94,44798,37688,668340
342,2024-09-21,South,Clock,Home Decor,7,23112,16541,45997
343,2024-04-26,South,Clock,Home Decor,97,1677,1566,10767
344,2024-10-19,West,Mobile,Electronics,83,12063,9133,243190
345,2024-01-21,West,Bag,Accessories,27,42474,37943,122337
346,2024-10-07,West,Sunglasses,Accessories,40,9406,9256,6000
347,2024-05-20,North,Wallet,Accessories,90,38150,23937,1279170
348,2024-02-21,West,Cap,Fashion,114,36878,26894,1138176
349,2024-05-15,East,Wallet,Accessories,20,49757,39784,199460
350,2024-05-11,North,Shoes,Fashion,94,21329,17699,341220
351,2024-02-08,South,Wallet,Accessories,17,4154,3096,17986
352,2024-10-24,South,Lamp,Home Decor,60,25111,19808,318180
353,2024-06-21,West,Lamp,Home Decor,110,11630,10230,154000
354,2024-01-26,North,Jacket,Fashion,13,16893,11714,67327
355,2024-06-18,North,Shoes,Fashion,76,6795,5976,62244
356,2024-10-19,East,Mobile,Electronics,72,45605,38698,497304
357,2024-06-15,West,Wallet,Accessories,78,23884,23639,19110
358,2024-08-29,South,Wallet,Accessories,73,26660,26078,42486
359,2024-04-28,North,Clock,Home Decor,25,49604,40651,223825
360,2024-06-08,East,Carpet,Home Decor,15,58493,49233,138900
361,2024-09-10,North,Cap,Fashion,29,34037,32594,41847
362,2024-11-18,South,Sunglasses,Accessories,46,32617,25737,316480
363,2024-10-06,North,Watch,Accessories,64,52001,46202,371136
364,2024-06-15,West,T-shirt,Fashion,113,54753,42330,1403799
365,2024-06-12,North,Carpet,Home Decor,7,16956,11384,39004
366,2024-07-14,East,Watch,Accessories,17,7204,6149,17935
367,2024-06-08,East,Headphones,Electronics,25,57049,55214,45875
368,2024-10-26,South,Jeans,Fashion,62,40694,32061,535246
369,2024-06-20,East,T-shirt,Fashion,6,59076,38718,122148
370,2024-05-29,West,Jacket,Fashion,48,30637,18726,571728
371,2024-10-13,North,Camera,Electronics,51,26092,25785,15657
372,2024-01-12,East,Shoes,Fashion,21,46979,36756,214683
373,2024-05-23,East,Curtains,Home Decor,34,33504,25958,256564
374,2024-04-27,West,Vase,Home Decor,9,55751,47096,77895
375,2024-05-28,South,Laptop,Electronics,88,20921,14272,585112
376,2024-09-28,North,Shoes,Fashion,80,10215,7330,230800
377,2024-05-30,North,Headphones,Electronics,118,59445,40553,2229256
378,2024-09-05,East,Mobile,Electronics,77,19380,13318,466774
379,2024-06-02,South,Wallet,Accessories,72,37674,29121,615816
380,2024-12-07,East,Belt,Accessories,64,25319,21112,269248
381,2024-06-14,South,Watch,Accessories,86,22432,20506,165636
382,2024-05-13,South,T-shirt,Fashion,71,28995,21202,553303
383,2024-03-06,East,Camera,Electronics,95,21109,18031,292410
384,2024-09-12,South,Jacket,Fashion,14,6156,4071,29190
385,2024-10-15,South,Camera,Electronics,40,8786,6881,76200
386,2024-01-25,West,Camera,Electronics,17,48744,29731,323221
387,2024-01-25,South,Carpet,Home Decor,83,47159,39719,617520
388,2024-05-07,West,Curtains,Home Decor,100,29263,20429,883400
389,2024-11-11,South,Jacket,Fashion,67,13177,10358,188873
390,2024-05-09,South,Tablet,Electronics,64,27786,21076,429440
391,2024-09-22,North,Belt,Accessories,93,54389,50439,367350
392,2024-02-25,East,Cap,Fashion,83,25532,20354,429774
393,2024-05-28,East,Watch,Accessories,77,50831,41657,706398
394,2024-09-16,North,Wallet,Accessories,8,34906,29135,46168
395,2024-11-03,East,Camera,Electronics,97,42279,41760,50343
396,2024-04-25,East,Clock,Home Decor,67,6193,5326,58089
397,2024-06-03,East,Tablet,Electronics,96,28105,26456,158304
398,2024-03-26,North,Sunglasses,Accessories,9,4981,3284,15273
399,2024-08-17,South,Sunglasses,Accessories,83,44168,36075,671719
400,2024-01-13,North,Carpet,Home Decor,89,59853,44925,1328592
401,2024-06-21,South,Camera,Electronics,36,663,425,8568
402,2024-09-12,West,Sunglasses,Accessories,59,29800,21739,475599
403,2024-02-21,South,Jacket,Fashion,116,28911,28218,80388
404,2024-08-08,North,Vase,Home Decor,56,31120,27527,201208
405,2024-04-22,South,Cap,Fashion,109,31411,31295,12644
406,2024-05-08,North,Lamp,Home Decor,6,50223,46492,22386
407,2024-08-29,South,Laptop,Electronics,62,29171,20948,509826
408,2024-07-21,West,Carpet,Home Decor,38,50427,31696,711778
409,2024-12-08,West,Laptop,Electronics,92,56992,41976,1381472
410,2024-03-27,North,Curtains,Home Decor,105,42491,37451,529200
411,2024-02-12,East,Lamp,Home Decor,5,8288,7781,2535
412,2024-05-27,North,Watch,Accessories,25,29403,19161,256050
413,2024-07-29,East,Jacket,Fashion,11,58406,49342,99704
414,2024-04-20,South,T-shirt,Fashion,100,39779,28196,1158300
415,2024-02-18,North,Laptop,Electronics,40,32625,25546,283160
416,2024-08-04,North,Shoes,Fashion,66,7410,6941,30954
417,2024-05-19,West,Cap,Fashion,95,22491,21622,82555
418,2024-06-08,North,Cap,Fashion,99,4483,3072,139689
419,2024-01-11,South,Curtains,Home Decor,14,46338,34006,172648
420,2024-05-03,South,Tablet,Electronics,93,12389,9452,273141
421,2024-06-20,North,Curtains,Home Decor,36,33953,31693,81360
422,2024-05-01,East,Carpet,Home Decor,36,54993,38903,579240
423,2024-08-20,West,Watch,Accessories,51,57349,55053,117096
424,2024-10-28,South,Camera,Electronics,108,56033,38903,1850040
425,2024-07-21,West,Wallet,Accessories,90,58505,37691,1873260
426,2024-09-25,North,Headphones,Electronics,86,13557,9149,379088
427,2024-02-19,East,Wallet,Accessories,99,26562,22380,414018
428,2024-10-04,North,Wallet,Accessories,47,27544,25720,85728
429,2024-04-27,East,Tablet,Electronics,23,16906,14346,58880
430,2024-10-07,East,Jacket,Fashion,105,30306,23927,669795
431,2024-03-12,West,T-shirt,Fashion,5,55647,38649,84990
432,2024-08-11,West,Headphones,Electronics,68,30045,21912,553044
433,2024-10-28,South,Watch,Accessories,107,14542,13520,109354
